BS;FG-St;PF-St;*S/*P;SET;G2;G3;ZP;Material;Benennung;Denom.Estruct.;Vorhaben;Cese (Entfall);PRNummer;Fecha SOP;Früh. SOP-Entfall
2;R-FG;K-FG;*P;M14;M;;J;PDM5WB915;BATERIA;BATTERIEEINBAU;.ZL02011;;;16/09/2024;31/12/9999
2;B-FG;B-FG;;M54;E;;B;PDM578035;SISTEMA AUDIO;INFOTAINMENT;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M37;D;;D;PDM578941;FAROS;Scheinwerfer;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M37;D;;E;PDM578945;AUSSENLEUCHTEN;BELEUCHTUNG;.ZL02011;;;16/09/2024;31/12/9999
2;B-FG;B-FG;;M52;I;;A;PDM578947;LUZ CORTESIA;LUCES INTERIORES;.ZL02011;;;16/09/2024;31/12/9999
2;P-FG;P-FG;;M51;J;;M;PDM578906;ENSAMBLAJE;PACKAGE;.ZL02011;LZ24852.;;16/09/2024;16/09/2024
2;K-FG;K-FG;;M51;J;;M;PDM578937;CENTRAL ELECTRICA;PACKAGE;.ZL02011;;;16/09/2024;31/12/9999
2;B-FG;B-FG;;M51;J;;M;PDM83H907;SISTEMA DE CONTROL;PACKAGE;.ZL02011;;;16/09/2024;31/12/9999
2;P-FG;P-FG;;M51;J;;M;PDM578951;AVISADOR ACUSTICO;BOCINAS Y ANTENAS;.ZL02011;LZ24852.;;16/09/2024;16/09/2024
2;P-FG;;;M60;A;;A;000890159D;COLECTOR;;.ZL02011;;;16/09/2024;31/12/9999
2;B-FG;K-FG;*P;M21;B;;F;PDM5QS131;LIMPIEZA DE ESCAPE;SK336/1, SE336, VW336, AU336;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M21;B;;D;PDM5Q0199;ALOJAMIEN AGREGADO;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M21;B;;F;PDM5QS200;SISTEMA DE COMB;SK336, SE336, VW336, AU336;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M21;B;;A;PDM3Q0400;ENSAMBLAJE;;.ZL02011;;;16/09/2024;31/12/9999
2;B-FG;K-FG;*P;M21;B;;H;PDM5Q0419;DIRECCION;;.ZL02011;;;16/09/2024;31/12/9999
2;B-FG;K-FG;*P;M21;B;;H;PDM5WA423;SERVODIRECCI¢N;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M21;B;;A;PDM5Q0501;EJE POSTERIOR;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M21;B;;A;PDM5QS521;EJE CARDAN;;.ZL02011;29V660D.;;16/09/2024;12/06/2028
1;B-FG;B-FG;*P;M21;B;;A;PDM5QS521;EJE CARDAN;;29V660D.;;+T1F/T2C/T3J+1X1;12/06/2028;31/12/9999
1;;;*S;M21;B;;A;PDM5Q0521;EJE CARDAN;;29V660D.;;+T32+1X1+5QD;12/06/2028;31/12/9999
2;K-FG;K-FG;*P;M21;B;;C;PDM5QS600;SISTEMA DE FRENOS;;.ZL02011;;;16/09/2024;31/12/9999
2;P-FG;P-FG;*S;M21;B;;C;PDM578600;SISTEMA DE FRENOS;;.ZL02011;LZ25863.;+1LF;16/09/2024;16/09/2024
2;K-FG;K-FG;*P;M21;B;;C;5H0000410;FUNCION,ABS;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M21;B;;C;PDM5QS615;FRENOS DE DISCO;;.ZL02011;;;16/09/2024;31/12/9999
2;P-FG;P-FG;*S;M21;B;;C;PDM578615;FRENOS DE DISCO;;.ZL02011;LZ25863.;+1LF;16/09/2024;16/09/2024
2;B-FG;B-FG;*S;M21;B;;C;PDM5FF615;FRENOS DE DISCO;;LZ25863.;;+1LF;16/09/2024;31/12/9999
2;B-FG;B-FG;*S;M21;B;;C;PDM5FF615;FRENOS DE DISCO;;26L280C.;27L838F.;+1LH;24/11/2025;23/11/2026
2;B-FG;K-FG;*P;M21;B;;A;PDM5Q0616;SENSOR REVOLUCION.;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M21;B;;E;PDM5R3723;MECANISMO PEDALES;;.ZL02011;;;16/09/2024;31/12/9999
2;B-FG;K-FG;*P;M55;E;;F;PDM5QS919;INDICADOR ELECTRIC;alle;.ZL02011;;;16/09/2024;31/12/9999
2;B-FG;B-FG;*P;M55;E;;F;PDM3WA980;EQUIPO DE SEGURID.;alle;.ZL02011;V26C79..;;16/09/2024;01/06/2026
2;B-FG;K-FG;*P;M55;E;;F;PDM3WA980;EQUIPO DE SEGURID.;VW336, SE336, SK336;V26C79..;;+5QD;01/06/2026;31/12/9999
2;K-FG;K-FG;*P;M21;B;;F;PDM5WA133;LIMPIEZA DE ESCAPE;;.ZL02011;;+T2C/T3J;16/09/2024;31/12/9999
1;B-FG;B-FG;*P;M21;B;;F;PDM5QS133;MAZO SISTEMA COMBUSTIBLE;;27V661R4;;+T1F;14/06/2027;31/12/9999
2;P-FG;P-FG;*P;M21;B;;F;PDM5WA131;LIMPIEZA DE ESCAPE;;.ZL02011;;;16/09/2024;31/12/9999
2;P-FG;P-FG;;M22;B;;B;PDM83H012;HERRAMIENT.A/BORDO;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M22;B;;B;PDM578601;RUEDAS Y NEUMATICO;;.ZL02011;;;16/09/2024;31/12/9999
2;;;;M22;B;;B;578600001;RUEDA C.NEUMATICO;;.ZL02011;;;16/09/2024;31/12/9999
2;P-FG;P-FG;*S;M21;B;;C;578000115;ESQUEMA DE FRENADO;;.ZL02011;26L280A3;+1LF;16/09/2024;14/06/2027
2;;;*S;M21;B;;C;578000115A;ESQUEMA DE FRENADO;;26L280A1;26L280A3;+1LF;23/11/2026;14/06/2027
1;;;*S;M21;B;;C;578000115A;ESQUEMA DE FRENADO;;26L280A3;;+0K3+1LF;14/06/2027;31/12/9999
1;;;*S;M21;B;;C;578000115B;ESQUEMA DE FRENADO;;26L280A3;;+0K4+1LF;14/06/2027;31/12/9999
2;;;*S;M21;B;;C;578000115C;ESQUEMA DE FRENADO;;26L280A.;26L280A1;+0K3+1LF;23/11/2026;23/11/2026
2;B-FG;B-FG;*S;M21;B;;C;578000115;ESQUEMA DE FRENADO;;26L280C.;27L838F.;+1LH;24/11/2025;23/11/2026
2;B-FG;B-FG;*S;M21;B;;C;578000115A;ESQUEMA DE FRENADO;;26L280C.;27L838F.;+1LH;24/11/2025;23/11/2026
2;K-FG;K-FG;*P;M21;B;;C;000000116;SISTEMA DE FRENOS;hydr. Bremsenassistent;.ZL02011;;;16/09/2024;31/12/9999
2;B-FG;B-FG;*P;M21;B;;E;5QS000229;MECANISMO PEDALES;;.ZL02011;V25F24..;;16/09/2024;21/07/2025
2;B-FG;B-FG;*P;M21;B;;E;5QS000229;MECANISMO PEDALES;;V25F24..;;+5QD;21/07/2025;31/12/9999
2;B-FG;B-FG;*P;M21;B;;E;5QS000229A;MECANISMO PEDALES;;.ZL02011;V25F24..;;16/09/2024;21/07/2025
2;B-FG;B-FG;*P;M21;B;;E;5QS000229A;MECANISMO PEDALES;;V25F24..;;+5QD;21/07/2025;31/12/9999
2;P-FG;P-FG;*S;M22;B;;B;578000257;PRESION NEUMATICOS;;.ZL02011;;+5QD;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M21;B;;F;5TA001202;SIST.CONTROL VAPOR;SK336/1, SE336/0, VW336, AU336;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M21;B;;F;3Q0000196;CARBON ACTIV FILTRO;AKB EU6;.ZL02011;20251113267;+0K0/0K4+1E1;17/02/2025;31/12/9999
E;;;*P;M21;B;;F;3Q0000196;CARBON ACTIV FILTRO;AKB EU6;20251113267;;+0K0+1E1;31/12/9999;31/12/9999
2;K-FG;K-FG;*P;M21;B;;F;3Q0000196B;CARBON ACTIV FILTRO;AKB EU6 new EVAP;.ZL02011;;+0K0/0K4+1E5;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M21;B;;F;5TA000117;DEPOSITO DE COMBUS;AKB EU6 new EVAP;.ZL02011;;+0K0/0K4+1X0;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M21;B;;F;5TA000117A;DEPOSITO DE COMBUS;AKB EU6 new EVAP;.ZL02011;;+0K0/0K4+1X1;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M21;B;;F;5Q0001202;SIST.CONTROL VAPOR;AKB EU6 new EVAP;.ZL02011;;+0K0/0K4+1A5/1A7;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M21;B;;F;5TA000117B;DEPOSITO DE COMBUS;AKB EU6 new EVAP;.ZL02011;;+0K0/0K4+1A5/1A7+1X0;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M21;B;;F;5TA000117C;DEPOSITO DE COMBUS;KKB 4M new EVAP - AU336/0, AU336/1, SE336/1;.ZL02011;;+0K0/0K4+1A5/1A7+1X1+5QD;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M21;B;;F;5TA000442;DEPOSITO DE COMBUS;Tankblase Front - SK336/1, SE336/0, VW336, AU336;.ZL02011;;+0K0/0K4+1A5/1A7+1X0;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M21;B;;F;5TA000442A;DEPOSITO DE COMBUS;Tankblase 4M - AU336/0, AU336/1, SE336/1;.ZL02011;;+0K0/0K4+1A5/1A7+1X1+5QD;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M21;B;;F;5Q0000443;TUBO PARA LLENADO;AKB EU6 new EVAP;.ZL02011;;+0K0/0K4+1A5/1A7;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M21;B;;F;5TA000187;PROTECCION CALOR;WAB Front;.ZL02011;;+0K0/0K4+1X0;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M21;B;;F;5TA000187A;PROTECCION CALOR;WAB 4M - AU336/0, AU336/1, SE336/1;.ZL02011;;+0K0/0K4+1A5/1A7+1X1+5QD;16/09/2024;31/12/9999
2;B-FG;B-FG;;M55;E;;F;PDM578907;SISTEMA DE CONTROL;;.ZL02011;;;16/09/2024;31/12/9999
2;B-FG;B-FG;;M55;E;;F;PDM578980;EQUIPO DE SEGURID.;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M55;E;;F;PDM5FA419;DIRECCION;;.ZL02011;;;16/09/2024;31/12/9999
2;P-FG;;;M60;A;;A;000890159E;COLECTOR;;.ZL02011;;;16/09/2024;31/12/9999
2;B-FG;B-FG;*P;M31;C;;A;PDM5QA804;GRUPO DE PISO;Bodengruppe;.ZL02011;;;16/09/2024;31/12/9999
2;B-FG;B-FG;*P;M36;F;;C;PDM5QS825;PIEZAS ANEXAS;Bodengruppe;.ZL02011;;;16/09/2024;31/12/9999
2;B-FG;B-FG;*P;M31;C;;A;PDM5QS804;GRUPO DE PISO;Bodengruppe;.ZL02011;VM00953.;;16/09/2024;16/09/2024
2;B-FG;B-FG;*P;M31;C;;A;PDM5QS804;GRUPO DE PISO;Bodengruppe;VM00953.;;+0K3;16/09/2024;31/12/9999
2;B-FG;B-FG;*P;M41;T;;C;PDM5Q0857;ACABADOS INTERNOS;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M36;D;;B;PDM578010;TARJETAS;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M32;L;;A;PDM578805;PARTE ANTERIOR;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M32;L;;P;PDM578807;PARACHOQUES;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M33;H;;B;PDM578821;GUARDABARROS;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M33;H;;B;PDM578823;CAPO;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M36;F;;C;PDM578825;PIEZAS ANEXAS;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M33;H;;C;PDM578827;PORTON POSTERIOR;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M41;T;;C;PDM578857;ACABADOS INTERNOS;;.ZL02011;;;16/09/2024;31/12/9999
2;;;;M41;T;;G;PDM8V0260;AIRE ACONDICIONADO;;LZ26211.;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M41;T;;G;PDM578819;CALEFACCION;;.ZL02011;;;16/09/2024;31/12/9999
2;P-FG;P-FG;;M41;T;;C;PDM578858;ACABADOS INTERNOS;;.ZL02011;;;16/09/2024;31/12/9999
2;B-FG;B-FG;;M41;T;;C;PDM578863;REVESTIMIENTO;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M34;H;;A;PDM83H837;PUERTA ANTERIOR;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M34;H;;A;PDM83H839;PUERTA POSTERIOR;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M36;D;;G;PDM83H845;COLOC CRISTALES;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M33;H;;C;PDM578809;FLANCO;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M36;D;;J;PDM83H853;MOLDURAS;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;578800087;EXIGENC. SEGURIDAD;;.ZL02011;;;16/09/2024;31/12/9999
2;;;;M43;A;;D;PDM83H881;ASIENTO ANTERIOR;;.ZL02011;;;16/09/2024;31/12/9999
2;;;;M43;A;;D;PDM83H885;ASIENTO POSTERIOR;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;578990040;REGUL.CALE.ASIENTO;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M36;D;;A;PDM83H860;EQUIPAM OPCIONAL;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M36;D;;A;PDM83H877;TECHO CORREDIZO;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M31;K;;G;PDM578899;SELLADO DE CARROC;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M36;D;;H;PDM83H955;LIMPIAPARABRISAS;;.ZL02011;;;16/09/2024;31/12/9999
2;P-FG;P-FG;;M41;T;;C;PDM83A864;REVESTIMIENTO;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M42;R;;B;PDM83H867;REVESTIMIENTOS;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M44;S;;K;PDM83H880;EQUIPO DE SEGURID.;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M44;S;;K;PDM83H980;EQUIPO DE SEGURID.;;.ZL02011;;;16/09/2024;31/12/9999
2;B-FG;B-FG;*P;M41;T;;G;PDM571819;CALEFACCION;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M41;T;;G;PDM5QS815;CALEFACCION AUXIL.;;.ZL02011;;;16/09/2024;31/12/9999
2;B-FG;B-FG;*P;M41;T;;G;PDM5QS816;AIRE ACONDICIONADO;;.ZL02011;;;16/09/2024;31/12/9999
2;B-FG;B-FG;*P;M41;T;;G;000000580C;AIRE ACONDICIONADO;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M31;K;;A;578000497;GANCHO D/REMOLQUE;;.ZL02011;;+0K0/0K4;16/09/2024;31/12/9999
2;K-FG;K-FG;;M31;K;;A;578000497A;GANCHO D/REMOLQUE;;.ZL02011;;+0K3;16/09/2024;31/12/9999
2;K-FG;K-FG;;M31;K;;A;578000498;GANCHO,DE REMOLQUE DEFENSA DELANTERA;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M31;K;;A;578000499;GANCHO,DE REMOLQUE DEFENSA TRAS;;.ZL02011;;+0K0/0K4;16/09/2024;31/12/9999
2;K-FG;K-FG;;M31;K;;A;578000499A;GANCHO,DE REMOLQUE DEFENSA TRAS;;.ZL02011;;+0K3;16/09/2024;31/12/9999
2;K-FG;K-FG;;M33;H;;B;578000056;CAPO;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M33;H;;C;578000255;BISAGRA PORTON;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M33;H;;C;578000122;CONFORMADO EXT.;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M33;H;;C;000000185;CERRADURA D/PUERTA;;LZ25595.;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M33;H;;C;3G0000185;CERRADURA D/PUERTA;;LZ25595.;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M34;H;;D;10A000173;CERRADURA D/PUERTA;;LP05762.;;;24/11/2025;31/12/9999
2;K-FG;K-FG;;M33;H;;B;578000211;RECUBRIM.RUEDAS;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M31;C;;C;578000211A;RECUBRIM.RUEDAS;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M31;C;;C;578000057;ARMAZON POSTERIOR;;LZ25816.;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M34;H;;A;578000175;BISAGRA DE PUERTA DELANTERA;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M34;H;;A;578000179;BISAGRA DE PUERTA POSTERIOR;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M34;H;;A;578000176;PUERTA;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M34;H;;A;578000176A;PUERTA;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M34;H;;D;578000171;CAMPO VISUAL DEL ESPEJO;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;578800035;ASIENTO ANTERIOR;;.ZL02011;;+3L3;14/10/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;578800035A;ASIENTO ANTERIOR;;.ZL02011;;+3L4/3L6;16/09/2024;31/12/9999
2;B-FG;B-FG;;M43;A;;D;578800036;ASIENTO POSTERIOR;;.ZL02011;;;16/09/2024;31/12/9999
2;B-FG;B-FG;;M43;A;;D;578000139A;BEZUGSPUNKTE;;LZ24742.;;;16/09/2024;31/12/9999
2;B-FG;B-FG;;M43;A;;D;578000146;ASIENTOS;;LZ24742.;;;16/09/2024;31/12/9999
2;B-FG;B-FG;;M43;A;;D;578000146A;ASIENTOS;;LZ24742.;;;16/09/2024;31/12/9999
2;B-FG;B-FG;;M43;A;;D;578000447;APOYACABEZAS;;LZ24742.;;;16/09/2024;31/12/9999
2;B-FG;B-FG;;M43;A;;D;578000447A;APOYACABEZAS;;LZ24742.;;;16/09/2024;31/12/9999
2;B-FG;B-FG;;M44;S;;H;578000141;FIJ.POS.CINT.SEGUR;;LZ25441.;;;16/09/2024;31/12/9999
2;B-FG;B-FG;;M44;S;;H;578001141;FIJ.POS.CINT.SEGUR;;LZ25441.;;;16/09/2024;31/12/9999
2;B-FG;B-FG;;M44;S;;H;578000141B;FIJ.POS.CINT.SEGUR;;LZ25441.;;;16/09/2024;31/12/9999
2;B-FG;B-FG;;M44;S;;H;578001141B;FIJ.POS.CINT.SEGUR;;LZ25441.;;;16/09/2024;31/12/9999
2;B-FG;B-FG;;M44;S;;H;578000125;INST.CINTURON SEG.;;LZ25441.;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M31;C;;C;578000750;IMPACTO LATERAL;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M31;C;;A;578000108;N- IDENTIFICACION;OK;.ZL02011;L25D39..;;16/09/2024;16/06/2025
2;K-FG;K-FG;;M31;C;;A;578000108A;N- IDENTIFICACION;OK;L25D39..;;;16/06/2025;31/12/9999
2;K-FG;K-FG;;M31;C;;A;578000051;CARROCE.ANTERIOR Z ONA VANO MOTOR;OK;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M31;C;;A;578000139;BEZUGSPUNKTE;OK;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M32;L;;P;578000067;PARACHOQUES;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M32;L;;P;578000521;CAMPO D/APLICACION;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M32;L;;P;578000223;PROTECC.INFERIOR;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M32;L;;P;578001102;REJILLA RADIADOR;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M32;L;;P;578000093;TARJETA MATRICULA;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M32;L;;P;578000093A;TARJETA MATRICULA;;LZ26267.;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M32;L;;P;578000295;FRONTAL;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M33;H;;C;PDM578810;FLANCO;;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M36;D;;G;578000340;PARABRISAS;;.ZL02011;;;16/09/2024;31/12/9999
2;P-FG;;;M60;A;;A;000890159F;COLECTOR;;.ZL02011;;;16/09/2024;31/12/9999
2;;;*P;M60;A;;A;000890159AK;COLECTOR;Dokumente Fahrwerk FAS/HAF;.ZL02011;;;16/09/2024;31/12/9999
2;;;*P;M21;B;;C;5H0000410A;FUNCION,ABS;alle;VP65525.;;;24/11/2025;31/12/9999
2;P-FG;;;M60;A;;A;000890158;VEHICULO;;.ZL02011;;;16/09/2024;31/12/9999
2;P-FG;;;M60;A;;A;000890155T;HABITACULO;;.ZL02011;;;16/09/2024;31/12/9999
2;R-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;.ZL02011;VZK3893.;+TL1+0Y0/0Y9+1D0;17/02/2025;17/02/2025
2;K-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;.ZL02011;;+TL1+0Y1/0Y2/0Y7+1D0;17/02/2025;31/12/9999
2;K-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;.ZL02011;;+TL1+0Y3+1D0;17/02/2025;31/12/9999
2;R-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;.ZL02011;VZK3893.;+TL1+0Y0/0Y9+1M5/1M6/1M9;17/02/2025;17/02/2025
2;R-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;.ZL02011;25L300A.;+TL1+0Y0/0Y9+1D8;17/02/2025;17/02/2025
2;K-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;.ZL02011;27V300E2;+TL1+0Y1/0Y2/0Y7+1M5/1M6/1M9;17/02/2025;23/11/2026
2;R-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;.ZL02011;25L300A.;+TL1+0Y1/0Y2/0Y7+1D8;17/02/2025;17/02/2025
2;B-FG;B-FG;*P;M12;M;;F;N  05200000;AGUA;;27V300E2;27V300N.;+TL1+0Y1/0Y2/0Y7+1M5/1M6/1M9+5QD;23/11/2026;23/11/2026
2;;;*P;M12;M;;F;N  05200000;AGUA;;27V300N.;;+TL1+0Y1/0Y2/0Y7+1M5/1M6/1M9+5QD;23/11/2026;31/12/9999
2;K-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;.ZL02011;27V300E2;+TL1+0Y3+1M5/1M6/1M9;17/02/2025;23/11/2026
2;R-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;.ZL02011;25L300A.;+TL1+0Y3+1D8;17/02/2025;17/02/2025
2;B-FG;B-FG;*P;M12;M;;F;N  05200000;AGUA;;27V300E2;27V300N.;+TL1+0Y3+1M5/1M6/1M9+5QD;23/11/2026;23/11/2026
2;;;*P;M12;M;;F;N  05200000;AGUA;;27V300N.;;+TL1+0Y3+1M5/1M6/1M9+5QD;23/11/2026;31/12/9999
2;R-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;.ZL02011;VZK3893.;+N09+0Y0/0Y9;14/10/2024;14/10/2024
2;K-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;.ZL02011;;+N09+0Y1/0Y2/0Y7;14/10/2024;31/12/9999
2;K-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;.ZL02011;;+N09+0Y3;14/10/2024;31/12/9999
2;B-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;25V661Q.;;+T57+0Y1/0Y2/0Y7;23/11/2026;31/12/9999
2;B-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;25V661Q.;VZK3893.;+T57+0Y0/0Y9;23/11/2026;23/11/2026
2;B-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;25V661Q.;;+T57+0Y3;23/11/2026;31/12/9999
2;K-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;.ZL02011;;+T1C;16/09/2024;31/12/9999
2;B-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;26V662B.;;+TU6;23/11/2026;31/12/9999
E;;;*P;M12;M;;F;;Leerteil;Leerteil;.ZL02011;;+N09/TL1/T2C/T3J;16/09/2024;31/12/9999
E;;;*P;M12;M;;F;;Leerteil;Leerteil;25V661Q2;;+T57;23/11/2026;31/12/9999
E;;;*P;M12;M;;F;;Leerteil;Leerteil;27V661R4;;+T1F;14/06/2027;31/12/9999
2;K-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;.ZL02011;;+T1C;16/09/2024;31/12/9999
2;B-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;26V662B.;;+TU6;23/11/2026;31/12/9999
2;R-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;.ZL02011;VZK3893.;+T2C+0Y0/0Y9;20/01/2025;20/01/2025
2;K-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;.ZL02011;;+T2C+0Y1/0Y2/0Y7;20/01/2025;31/12/9999
2;K-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;.ZL02011;;+T2C+0Y3;20/01/2025;31/12/9999
2;R-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;.ZL02011;VZK3893.;+T3J+0Y0/0Y9;16/09/2024;16/09/2024
2;K-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;.ZL02011;;+T3J+0Y1/0Y2/0Y7;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;.ZL02011;;+T3J+0Y3;16/09/2024;31/12/9999
1;B-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;26V661R.;;+T1F+0Y1/0Y2/0Y7;14/06/2027;31/12/9999
1;B-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;26V661R.;VZK3893.;+T1F+0Y0/0Y9;14/06/2027;14/06/2027
1;B-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;;26V661R.;;+T1F+0Y3;14/06/2027;31/12/9999
E;;;*P;M12;M;;F;;Leerteil;Leerteil;.ZL02011;;+9M0;16/09/2024;31/12/9999
2;R-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;Zusatzheizung;.ZL02011;VZK3893.;+0Y0/0Y9+9M9;16/09/2024;16/09/2024
2;K-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;Zusatzheizung;.ZL02011;;+0Y1/0Y2/0Y7+9M9;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M12;M;;F;N  05200000;AGUA;Zusatzheizung;.ZL02011;;+0Y3+9M9;16/09/2024;31/12/9999
