BS;FG-St;PF-St;*S/*P;SET;G2;G3;ZP;Material;Benennung;Denom.Estruct.;Vorhaben;Cese (Entfall);PRNummer;Fecha SOP;Früh. SOP-Entfall
2;K-FG;K-FG;;M43;A;;D;578885039D;RESPALDO ASTO/POST;LH, RSB 60, Structural;.ZL02011;;+N0F+5KR;16/09/2024;31/12/9999
2;B-FG;B-FG;;M43;A;;D;578885039E;RESPALDO ASTO/POST;LH, RSB 60, Refined;.ZL02011;;+N1T+5KR;16/09/2024;31/12/9999
2;;;;M43;A;;D;578885039E;RESPALDO ASTO/POST;LH, RSB 60, Refined;25L804B.;25L730B.;+N5I+5KR;18/11/2024;07/07/2025
1;;;;M43;A;;D;578885039F;RESPALDO ASTO/POST;LH, RSB 60, Refined;26L422D.;LP05830.;+N4X+5KR;12/06/2028;12/06/2028
1;;;;M43;A;;D;578885039F;RESPALDO ASTO/POST;LH, RSB 60, Refined;LP05830.;;+N0C+5KR;12/06/2028;31/12/9999
2;B-FG;B-FG;;M43;A;;D;578885039G;RESPALDO ASTO/POST;LH, RSB 60, Refined;26L838D.;27L838F.;+N3G+5KR;24/11/2025;23/11/2026
E;;;;M43;A;;D;578885039G;RESPALDO ASTO/POST;LH, RSB 60, Refined;20260407297;;+N0E+5KR;31/12/9999;31/12/9999
2;K-FG;K-FG;;M43;A;;D;85H886747;TAPA;;.ZL02011;;+3A2;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;85H886747;TAPA;;.ZL02011;;+3A1;17/02/2025;31/12/9999
2;K-FG;K-FG;;M43;A;;D;571885061D;PARED POSTERIOR;;.ZL02011;LZ27012.;+3A2+3CA;16/09/2024;21/10/2024
2;K-FG;K-FG;;M43;A;;D;571885061E;PARED POSTERIOR;;LZ27012.;L25H51..;+3A2+3CA;21/10/2024;08/12/2025
2;;;;M43;A;;D;571885061D;PARED POSTERIOR;;L25H51..;;+3A2+3CA;08/12/2025;31/12/9999
2;K-FG;K-FG;;M43;A;;D;571885061E;PARED POSTERIOR;;.ZL02011;;+3A2+3CX;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;571885061F;PARED POSTERIOR;;.ZL02011;;+3A1+3CA;17/02/2025;31/12/9999
2;K-FG;K-FG;*P;M43;A;;D;5QS885141E;MARCO ASIENTO;;VQ60911.;VZL8655.;+3A1+3CX+5KN/5KR+5QD;17/02/2025;17/02/2025
2;K-FG;K-FG;*P;M43;A;;D;5QS885141E;MARCO ASIENTO;;VZL8655.;;+3A1+3CX+5KN/5KR+5QD;17/02/2025;31/12/9999
2;;;*P;M43;A;;D;5QF885141CD;MARCO ASIENTO;;.ZL02011;V22R66..;+3A2+3CA+5KN+5QD;14/10/2024;14/10/2024
2;K-FG;K-FG;*P;M43;A;;D;5QF885141CL;MARCO ASIENTO;;V22R66..;LZ27187.;+3A2+3CA+5KN+5QD;14/10/2024;21/10/2024
2;;;*P;M43;A;;D;5QS885141B;MARCO ASIENTO;;LZ27187.;20250930403;+3A2+3CA+5KN+5QD;21/10/2024;31/12/9999
E;;;*P;M43;A;;D;5QF885141CL;MARCO ASIENTO;;20250930403;;+3A2+3CA+5KN+5QD;31/12/9999;31/12/9999
2;;;*P;M43;A;;D;5QF885141CD;MARCO ASIENTO;;.ZL02011;V22R66..;+3A2+3CA+5KR+5QD;16/09/2024;16/09/2024
2;K-FG;K-FG;*P;M43;A;;D;5QF885141CL;MARCO ASIENTO;;V22R66..;LZ27187.;+3A2+3CA+5KR+5QD;16/09/2024;21/10/2024
2;;;*P;M43;A;;D;5QS885141B;MARCO ASIENTO;;LZ27187.;20250930403;+3A2+3CA+5KR+5QD;21/10/2024;31/12/9999
E;;;*P;M43;A;;D;5QF885141CL;MARCO ASIENTO;;20250930403;;+3A2+3CA+5KR+5QD;31/12/9999;31/12/9999
2;B-FG;B-FG;*P;M43;A;;D;5QF885141CE;MARCO ASIENTO;;.ZL02011;V22R66..;+3A1+3CA+5KN+5QD;17/02/2025;17/02/2025
2;K-FG;K-FG;*P;M43;A;;D;5QF885141CM;MARCO ASIENTO;;V22R66..;;+3A1+3CA+5KN+5QD;17/02/2025;31/12/9999
2;B-FG;B-FG;*P;M43;A;;D;5QF885141CE;MARCO ASIENTO;;.ZL02011;V22R66..;+3A1+3CA+5KR+5QD;17/02/2025;17/02/2025
2;K-FG;K-FG;*P;M43;A;;D;5QF885141CM;MARCO ASIENTO;;V22R66..;;+3A1+3CA+5KR+5QD;17/02/2025;31/12/9999
2;B-FG;B-FG;*P;M43;A;;D;5QS885141;MARCO ASIENTO;;.ZL02011;V22R66..;+3A2+3CX+5KN+5QD;14/10/2024;14/10/2024
2;K-FG;K-FG;*P;M43;A;;D;5QS885141B;MARCO ASIENTO;;V22R66..;;+3A2+3CX+5KN+5QD;14/10/2024;31/12/9999
2;B-FG;B-FG;*P;M43;A;;D;5QS885141;MARCO ASIENTO;;.ZL02011;V22R66..;+3A2+3CX+5KR+5QD;16/09/2024;16/09/2024
2;K-FG;K-FG;*P;M43;A;;D;5QS885141B;MARCO ASIENTO;;V22R66..;;+3A2+3CX+5KR+5QD;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M43;A;;D;5Q0885721C;ACCIONAMIENTO;;.ZL02011;;+5KN/5KR+5QD;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M43;A;;D;N  91220301;TORNILLO DE AJUSTE  CAB.INT.6 PUNTAS;;.ZL02011;;+5KN/5KR+5QD;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M43;A;;D;5Q0885765E;MUELLE;;.ZL02011;;+5KN/5KR+5QD;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M43;A;;D;N  91121702;REMACHE HUECO;;.ZL02011;;+5KN/5KR+5QD;16/09/2024;31/12/9999
2;;;*P;M43;A;;D;5Q0885209E;MECANIS.DE MONTAR;;.ZL02011;V22R66..;+3A2+5KN/5KR+5QD;16/09/2024;16/09/2024
2;K-FG;K-FG;*P;M43;A;;D;5Q0885209G;MECANIS.DE MONTAR;;V22R66..;;+3A2+5KN/5KR+5QD;16/09/2024;31/12/9999
2;;;*P;M43;A;;D;5Q0885297E;BLOQUEO;;.ZL02011;V22R66..;+5KN/5KR+5QD;16/09/2024;16/09/2024
2;K-FG;K-FG;*P;M43;A;;D;5Q0885297F;BLOQUEO;;V22R66..;;+5KN/5KR+5QD;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M43;A;;D;N  01508210;TUERCA EXAG.PLANA;;.ZL02011;;+KD0+5KN/5KR+5QD;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M43;A;;D;WHT007146;TORNILLO EXAG.INT.;;.ZL02011;;+KD0+5KN/5KR+5QD;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M43;A;;D;N  01508210;TUERCA EXAG.PLANA;;.ZL02011;;+5KN/5KR+5QD;16/09/2024;31/12/9999
2;K-FG;K-FG;*P;M43;A;;D;5Q0885620;TOPE;;.ZL02011;;+5KN/5KR+5QD;16/09/2024;31/12/9999
E;;;*P;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+5KN/5KR;16/09/2024;31/12/9999
2;B-FG;B-FG;*P;M43;A;;D;5QF885321B;BANDEJA DE ASIENTO;;.ZL02011;V22R66..;+5KN/5KR+5QD;16/09/2024;16/09/2024
E;;;*P;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+5KN/5KR;16/09/2024;31/12/9999
E;;;*P;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+5KN/5KR;16/09/2024;31/12/9999
E;;;*P;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+5KN/5KR;16/09/2024;31/12/9999
E;;;*P;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+5KN/5KR;16/09/2024;31/12/9999
E;;;*P;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+5KN/5KR;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;510885753B;ALFOMBRA PANEL POSTERIOR;Belag 60%;.ZL02011;LZ27012.;+3CA;16/09/2024;21/10/2024
2;K-FG;K-FG;;M43;A;;D;510885753B;ALFOMBRA PANEL POSTERIOR;Belag 60%;LZ27012.;;+3A1+3CA;17/02/2025;31/12/9999
2;K-FG;K-FG;;M43;A;;D;5NA885753B;ALFOMBRA PANEL POSTERIOR;Belag 60%;LZ27012.;L25H51..;+3A2+3CA;21/10/2024;08/12/2025
2;;;;M43;A;;D;510885753B;ALFOMBRA PANEL POSTERIOR;Belag 60%;L25H51..;;+3A2+3CA;08/12/2025;31/12/9999
2;K-FG;K-FG;;M43;A;;D;5NA885753B;ALFOMBRA PANEL POSTERIOR;Belag 60%;.ZL02011;;+3CX;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;510885753C;ALFOMBRA PANEL POSTERIOR;Belag 20%;.ZL02011;;+3A2;16/09/2024;31/12/9999
2;K-FG;K-FG;*H;M43;A;;D;83H885775;ESPUM.RESP.AS.POST;;.ZL02011;;+N0D+5KN/5KR;14/10/2024;31/12/9999
2;K-FG;K-FG;*H;M43;A;;D;83H885775;ESPUM.RESP.AS.POST;;.ZL02011;;+N0F+5KR;16/09/2024;31/12/9999
2;K-FG;K-FG;*H;M43;A;;D;83H885775;ESPUM.RESP.AS.POST;;.ZL02011;;+N1T+5KR;16/09/2024;31/12/9999
2;K-FG;K-FG;*H;M43;A;;D;83H885775;ESPUM.RESP.AS.POST;;25L804B.;25L730B.;+N5I+5KR;18/11/2024;07/07/2025
2;K-FG;K-FG;*H;M43;A;;D;83H885775;ESPUM.RESP.AS.POST;;26L838D.;27L838F.;+N3G+5KR;24/11/2025;23/11/2026
1;;;*H;M43;A;;D;83H885775;ESPUM.RESP.AS.POST;;26L422D.;LP05830.;+N4X+5KR;12/06/2028;12/06/2028
1;;;*H;M43;A;;D;83H885775;ESPUM.RESP.AS.POST;ZSCHAUMTEIL,HSL STOFF;LP05830.;;+N0C+5KR;12/06/2028;31/12/9999
2;K-FG;K-FG;;M43;A;;J;578885805;TAPIZADO RESP.POST;Bezug HiLe 40% - Cupra MID;.ZL02011;;+N0D;14/10/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;J;578885805A;TAPIZADO RESP.POST;Bezug HiLe 40% - Cupra HIGH;.ZL02011;;+N0F;16/09/2024;31/12/9999
2;B-FG;B-FG;;M43;A;;J;578885805B;TAPIZADO RESP.POST;Bezug HiLe 40% - DESIGN PACK;.ZL02011;;+N1T;16/09/2024;31/12/9999
2;;;;M43;A;;J;578885805B;TAPIZADO RESP.POST;Bezug HiLe 40% - DESIGN PACK;25L804B.;25L730B.;+N5I;18/11/2024;07/07/2025
1;;;;M43;A;;J;578885805C;TAPIZADO RESP.POST;Bezug HiLe 40% - DESIGN PACK;26L422D.;LP05830.;+N4X;12/06/2028;12/06/2028
1;;;;M43;A;;J;578885805C;TAPIZADO RESP.POST;Bezug HiLe 40% - DESIGN PACK;LP05830.;;+N0C;12/06/2028;31/12/9999
2;B-FG;B-FG;;M43;A;;J;578885805D;TAPIZADO RESP.POST;Bezug HiLe 40% - DESIGN PACK;26L838D.;27L838F.;+N3G;24/11/2025;23/11/2026
E;;;;M43;A;;J;578885805D;TAPIZADO RESP.POST;Bezug HiLe 40% - DESIGN PACK;20260407301;;+N0E;31/12/9999;31/12/9999
2;K-FG;K-FG;;M43;A;;J;N  10867601;GRAPA;Bef. 60% bezug Lehne;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;J;N  90911301;FIJACION TAPON;Bef. 60% bezug Lehne;.ZL02011;;;16/09/2024;31/12/9999
E;;;;M44;S;;H;;Leerteil;Leerteil;.ZL02011;;+6C2;16/09/2024;31/12/9999
E;;;;M44;S;;H;;Leerteil;Leerteil;.ZL02011;;+6C2;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;578885828;TAPIZADO;Bezug HiLe 20% KuLe ohne MAL;.ZL02011;;+N0D+5KN;14/10/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;578885828A;TAPIZADO;Bezug HiLe 20% KuLe mit MAL;.ZL02011;;+N0D/N0F+5KR;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;578885828C;TAPIZADO;Bezug HiLe 20% KuLe mit MAL;.ZL02011;;+N1T+5KR;16/09/2024;31/12/9999
2;;;;M43;A;;D;578885828C;TAPIZADO;Bezug HiLe 20% KuLe mit MAL;25L804B.;25L730B.;+N5I+5KR;18/11/2024;07/07/2025
1;;;;M43;A;;D;578885828D;TAPIZADO;Bezug HiLe 20% KuLe mit MAL;26L422D.;LP05830.;+N4X+5KR;12/06/2028;12/06/2028
1;;;;M43;A;;D;578885828D;TAPIZADO;Bezug HiLe 20% KuLe mit MAL;LP05830.;;+N0C+5KR;12/06/2028;31/12/9999
2;B-FG;B-FG;;M43;A;;D;578885828E;TAPIZADO;Bezug HiLe 20% KuLe mit MAL;26L838D.;27L838F.;+N3G+5KR;24/11/2025;23/11/2026
E;;;;M43;A;;D;578885828E;TAPIZADO;Bezug HiLe 20% KuLe mit MAL;20260407301;;+N0E+5KR;31/12/9999;31/12/9999
2;K-FG;K-FG;;M43;A;;D;N  10867601;GRAPA;Bef. Bezug Schaumteil mitte;.ZL02011;;+5KN;14/10/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;N  10867601;GRAPA;Bef. Bezug Schaumteil mitte;.ZL02011;;+5KR;16/09/2024;31/12/9999
E;;;;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+5KN;14/10/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;578885081;APOYABRAZOS CENT;;.ZL02011;;+N0F+5KR;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;578885081;APOYABRAZOS CENT;;.ZL02011;;+N0D+5KR;14/10/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;578885081A;APOYABRAZOS CENT;;.ZL02011;;+N1T+5KR;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;578885081A;APOYABRAZOS CENT;;25L804B.;25L730B.;+N5I+5KR;18/11/2024;07/07/2025
1;B-FG;B-FG;;M43;A;;D;578885081B;APOYABRAZOS CENT;;26L422D.;LP05830.;+N4X+5KR;12/06/2028;12/06/2028
1;;;;M43;A;;D;578885081B;APOYABRAZOS CENT;;LP05830.;;+N0C+5KR;12/06/2028;31/12/9999
2;B-FG;B-FG;;M43;A;;D;578885081C;APOYABRAZOS CENT;;26L838D.;27L838F.;+N3G+5KR;24/11/2025;23/11/2026
E;;;;M43;A;;D;578885081C;APOYABRAZOS CENT;;20260407299;;+N0E+5KR;31/12/9999;31/12/9999
E;;;;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+5KN;14/10/2024;31/12/9999
2;K-FG;K-FG;*H;M43;A;;D;83H885219;VISERA;;.ZL02011;;+5KR;16/09/2024;31/12/9999
E;;;;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+5KN;14/10/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;N  91059501;TORNILLO DE AJUSTE  CAB.INT.6 PUNTAS;;.ZL02011;;+5KR;16/09/2024;31/12/9999
E;;;;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+5KN;14/10/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;85E885995;POSAVASOS;;.ZL02011;;+5KR;16/09/2024;31/12/9999
2;B-FG;B-FG;;M43;A;;D;510885961;SOP.APOYABR.CENTR.;;.ZL02011;LZ24039.;+5KR;16/09/2024;16/09/2024
2;K-FG;K-FG;;M43;A;;D;510886295A;VISERA;Schloss DLE;.ZL02011;;+5KN/5KR;16/09/2024;31/12/9999
2;B-FG;B-FG;;M43;A;;D;510885883C;ESPUM.RESP.AS.POST;Schaumteil mitte MAL, EPP  Einleger;.ZL02011;LZ25831.;+5KR;16/09/2024;25/11/2024
2;K-FG;K-FG;;M43;A;;D;571885883C;ESPUM.RESP.AS.POST;Schaumteil mitte MAL, EPP  Einleger;LZ25831.;;+5KR;25/11/2024;31/12/9999
2;P-FG;P-FG;;M43;A;;D;578885883;ESPUM.RESP.AS.POST;ESPUMA RESP. MITTE DEL;.ZL02011;LZ23921.;+5KN;14/10/2024;14/10/2024
2;K-FG;K-FG;*H;M43;A;;D;83H885883;ESPUM.RESP.AS.POST;ESPUMA RESP. MITTE DEL;LZ24039.;;+5KN;14/10/2024;31/12/9999
2;P-FG;P-FG;;M43;A;;D;578885883A;ESPUM.RESP.AS.POST;ESPUMA RESP. MITTE UNTEN;.ZL02011;LZ23921.;;16/09/2024;16/09/2024
2;K-FG;K-FG;*H;M43;A;;D;83H885883A;ESPUM.RESP.AS.POST;ESPUMA RESP. MITTE UNTEN;LZ24039.;;;16/09/2024;31/12/9999
E;;;;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+5KN;14/10/2024;31/12/9999
2;K-FG;K-FG;*H;M43;A;;D;83H885883B;ESPUM.RESP.AS.POST;ESPUMA RESP. MITTE UNTEN;.ZL02011;;+5KR;16/09/2024;31/12/9999
2;B-FG;B-FG;;M43;A;;D;510886895A;REVESTIMIENTO;Durchladearme;.ZL02011;LZ25831.;+5KN;14/10/2024;25/11/2024
2;K-FG;K-FG;;M43;A;;D;571886895A;REVESTIMIENTO;Durchladearme;LZ25831.;;+5KN;25/11/2024;31/12/9999
2;B-FG;B-FG;;M43;A;;D;510886895A;REVESTIMIENTO;Durchladearme;.ZL02011;LZ25831.;+5KR;16/09/2024;25/11/2024
2;K-FG;K-FG;;M43;A;;D;571886895A;REVESTIMIENTO;Durchladearme;LZ25831.;;+5KR;25/11/2024;31/12/9999
2;B-FG;B-FG;;M43;A;;D;510886896;REVESTIMIENTO;Durchladearme;.ZL02011;LZ25831.;+5KN;14/10/2024;25/11/2024
2;K-FG;K-FG;;M43;A;;D;571886896A;REVESTIMIENTO;Durchladearme;LZ25831.;;+5KN;25/11/2024;31/12/9999
2;B-FG;B-FG;;M43;A;;D;510886896;REVESTIMIENTO;Durchladearme;.ZL02011;LZ25831.;+5KR;16/09/2024;25/11/2024
2;K-FG;K-FG;;M43;A;;D;571886896A;REVESTIMIENTO;Durchladearme;LZ25831.;;+5KR;25/11/2024;31/12/9999
E;;;;M43;A;;D;;Leerteil;Leerteil;.ZL02011;;+5KN;14/10/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;510885664;TAPA;Mittelarmlehne;.ZL02011;;+5KR;16/09/2024;31/12/9999
E;;;;M43;A;;D;;Leerteil;Leerteil;.ZL02011;LZ27012.;+3CA;16/09/2024;21/10/2024
E;;;;M43;A;;D;;Leerteil;Leerteil;L25H51..;;+3CA;08/12/2025;31/12/9999
2;B-FG;B-FG;;M43;A;;D;8R0885943;TAPA;BLENDE NTW LINKS;.ZL02011;LZ24514.;;16/09/2024;16/09/2024
2;K-FG;K-FG;;M43;A;;D;8R0885943;TAPA;BLENDE NTW LINKS;LZ24514.;;+3CX;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;8R0885943;TAPA;BLENDE NTW LINKS;LZ27012.;L25H51..;+3CA;21/10/2024;08/12/2025
2;K-FG;K-FG;;M43;A;;D;510885691A;TAPA CONECTOR;Blende Verriegelungsbuegel;.ZL02011;;+5KN/5KR;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;510885093D;NUDO TRACTOR;Schlaufe Lehnenentriegelung;.ZL02011;;+5KN/5KR;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;5NA885934B;TAPA;Beschlagsblende innen;.ZL02011;;+5KN/5KR;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;N  90536901;REMACHE D/PRESION;Bef.Beschlagsblende innen;.ZL02011;;+5KN/5KR;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;5NA885739;TAPA;Beschlagsblende aussen;.ZL02011;;;16/09/2024;31/12/9999
2;B-FG;B-FG;;M43;A;;D;N  90536901;REMACHE D/PRESION;Bef. Beschlagsblende aussen;.ZL02011;LZ24963.;+5KN;14/10/2024;14/10/2024
2;K-FG;K-FG;;M43;A;;D;N  90536901;REMACHE D/PRESION;Bef. Beschlagsblende aussen;LZ24963.;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;1K0881920AC;PIEZA GUIA;;.ZL02011;;+5KN/5KR;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;1K0881920AD;PIEZA GUIA;;.ZL02011;;+5KN/5KR;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;578885901;APOYACABEZAS;aussen links;.ZL02011;;+N0D+5QD;14/10/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;578885901;APOYACABEZAS;aussen links;.ZL02011;;+N0F+5QD;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;578885901A;APOYACABEZAS;aussen links;.ZL02011;;+N1T+5QD;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;578885901A;APOYACABEZAS;aussen links;25L804B.;25L730B.;+N5I+5QD;18/11/2024;07/07/2025
1;;;;M43;A;;D;578885901B;APOYACABEZAS;aussen links;26L422D.;LP05830.;+N4X+5QD;12/06/2028;12/06/2028
1;;;;M43;A;;D;578885901B;APOYACABEZAS;aussen links;LP05830.;;+N0C+5QD;12/06/2028;31/12/9999
2;B-FG;B-FG;;M43;A;;D;578885901C;APOYACABEZAS;aussen links;26L838D.;27L838F.;+N3G+5QD;24/11/2025;23/11/2026
E;;;;M43;A;;D;578885901C;APOYACABEZAS;aussen links;20260407300;;+N0E+5QD;31/12/9999;31/12/9999
2;;;*P;M43;A;;D;5QS885914D;SOP.APOYACABEZAS;;.ZL02011;VQ58973.;+3Q6+5KN/5KR+5QD;16/09/2024;16/09/2024
2;B-FG;B-FG;;M43;A;;D;578885975C;APOYACABEZAS;;L25E01..;;+N0D+5QD;26/05/2025;31/12/9999
2;B-FG;B-FG;;M43;A;;D;578885975C;APOYACABEZAS;;L25E01..;;+N0F+5QD;26/05/2025;31/12/9999
2;B-FG;B-FG;;M43;A;;D;578885975D;APOYACABEZAS;;L25E01..;;+N1T+5QD;26/05/2025;31/12/9999
1;;;;M43;A;;D;578885975B;APOYACABEZAS;;L25E01..;;+N0C+5QD;12/06/2028;31/12/9999
2;B-FG;B-FG;;M43;A;;D;578885975E;APOYACABEZAS;;L25E01..;27L838F.;+N3G+5QD;24/11/2025;23/11/2026
E;;;;M43;A;;D;578885975E;APOYACABEZAS;;20260407300;;+N0E+5QD;31/12/9999;31/12/9999
2;K-FG;K-FG;*H;M44;S;;H;83H857753;BROCHE;mit Gurtstatusanzeige AZK7260;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;*H;M44;S;;H;83H857740;BROCHE;AZK7260;.ZL02011;;;16/09/2024;31/12/9999
2;P-FG;P-FG;;M44;S;;H;N  98952001;TORNILLO DENTADO;Bef. Gurtschloss an Sitz;.ZL02011;24L474B.;+9P4;16/09/2024;16/09/2024
2;K-FG;K-FG;;M44;S;;H;N  98952001;TORNILLO DENTADO;Bef. Gurtschloss an Sitz;24L474B.;;+9P4;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;N  10647801;BRIDA PARA CABLES;;.ZL02011;;+5KN/5KR;16/09/2024;31/12/9999
2;K-FG;K-FG;;M44;S;;H;578857807;CINTUR D/SEGURIDAD;;.ZL02011;;+3C7;16/09/2024;31/12/9999
2;K-FG;K-FG;;M44;S;;H;7N0857847;BOTON;;.ZL02011;;+3C7;16/09/2024;31/12/9999
2;K-FG;K-FG;;M44;S;;H;3G0857737;HEBILLA;;.ZL02011;;+3C7;16/09/2024;31/12/9999
2;K-FG;K-FG;;M44;S;;H;83A857775A;SOP.CINTURON SEG.;;.ZL02011;;+3C7;16/09/2024;31/12/9999
2;K-FG;K-FG;;M44;S;;H;N  98991001;TUERCA HEXAGONAL;;.ZL02011;;+3C7;16/09/2024;31/12/9999
2;K-FG;K-FG;;M44;S;;H;WHT003682;TORNILLO DENTADO;;.ZL02011;;+3C7;16/09/2024;31/12/9999
2;K-FG;K-FG;;M44;S;;H;510857781;GUIA CINTURON;;.ZL02011;;+5KN/5KR;16/09/2024;31/12/9999
2;B-FG;B-FG;;M43;A;;D;83F885635;GRAPA;;.ZL02011;LZ23921.;;16/09/2024;16/09/2024
2;B-FG;B-FG;;M43;A;;D;578885005;ASIENTO POSTERIOR;;.ZL02011;;;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57000684;LOGISTICA;HINTERSITZ, GETEILT LI.;.ZL02011;;;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57000708;LOTE BASICO;HINTERSITZ, GETEILT LI.;.ZL02011;;;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57000852;MONTAJE;SITZBELEGERKENNUNG;.ZL02011;;+9P4;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57000853;MONTAJE;BEZUG,HINTERSITZ;.ZL02011;;+N0D;14/10/2024;31/12/9999
2;;;;M60;A;;A;L57000853A;MONTAJE;BEZUG,HINTERSITZ;.ZL02011;;+N0F;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57000853B;MONTAJE;BEZUG,HINTERSITZ;.ZL02011;;+N1T;16/09/2024;31/12/9999
2;;;;M60;A;;A;L57000853B;MONTAJE;BEZUG,HINTERSITZ;25L804B.;25L730B.;+N5I;18/11/2024;07/07/2025
1;;;;M60;A;;A;L57000853C;MONTAJE;BEZUG,HINTERSITZ;26L422D.;LP05830.;+N4X;12/06/2028;12/06/2028
1;;;;M60;A;;A;L57000853C;MONTAJE;BEZUG,HINTERSITZ;LP05830.;;+N0C;12/06/2028;31/12/9999
2;;;;M60;A;;A;L57000853D;MONTAJE;BEZUG,HINTERSITZ;26L838D.;27L838F.;+N3G;24/11/2025;23/11/2026
2;;;;M60;A;;A;L57000963;JUEGO DE PEQUEöAS PIEZAS;100%;.ZL02011;;;16/09/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;578885031;ASIENTO POSTERIOR;LH, RSC 60, Tech;.ZL02011;;+N0D+5KN/5KR;14/10/2024;31/12/9999
2;K-FG;K-FG;;M43;A;;D;578885031A;ASIENTO POSTERIOR;LH, RSC 60, Structural;.ZL02011;;+N0F+5KR;16/09/2024;31/12/9999
2;B-FG;B-FG;;M43;A;;D;578885031B;ASIENTO POSTERIOR;LH, RSC 60, Refined;.ZL02011;;+N1T+5KR;16/09/2024;31/12/9999
2;;;;M43;A;;D;578885031B;ASIENTO POSTERIOR;LH, RSC 60, Refined;25L804B.;25L730B.;+N5I+5KR;18/11/2024;07/07/2025
1;;;;M43;A;;D;578885031C;ASIENTO POSTERIOR;LH, RSC 60, Refined;26L422D.;LP05830.;+N4X+5KR;12/06/2028;12/06/2028
1;;;;M43;A;;D;578885031C;ASIENTO POSTERIOR;LH, RSC 60, Refined;LP05830.;;+N0C+5KR;12/06/2028;31/12/9999
2;B-FG;B-FG;;M43;A;;D;578885031D;ASIENTO POSTERIOR;LH, RSC 60, Refined;26L838D.;27L838F.;+N3G+5KR;24/11/2025;23/11/2026
E;;;;M43;A;;D;578885031D;ASIENTO POSTERIOR;LH, RSC 60, Refined;20260407297;;+N0E+5KR;31/12/9999;31/12/9999
2;B-FG;B-FG;*H;M43;A;;D;83H885375;COJIN,ASIENTO;60% Schaum Sitz;.ZL02011;LZ26578.;+N0D+5KN/5KR;14/10/2024;25/11/2024
2;K-FG;K-FG;*H;M43;A;;D;83H885375A;COJIN,ASIENTO;60% Schaum Sitz;LZ26578.;LZ27532E;+N0D+5KN/5KR;25/11/2024;25/11/2024
